Attendance_%,QuizScore_%,StudyHours_PerDay,PerformanceScore
61,62,4,66.53
59,60,6,73.14
41,45,5,54.4
58,45,8,73.06
44,95,5,72.99
80,42,2,54.93
98,79,5,90.29
62,84,1,59.78
97,35,7,81.3
95,45,5,76.84
88,51,5,73.23
81,59,4,70.74
56,44,8,73.31
100,83,2,81.75
87,85,5,89.43
64,43,5,61.14
96,83,7,96.87
41,72,7,73.65
97,80,2,77.13
67,99,6,90.59
89,86,2,80.97
45,37,8,67.04
41,48,5,55.94
51,89,4,72.95
49,82,7,81.7
47,53,5,58.73
68,90,2,70.72
48,53,8,71.01
85,49,7,81.26
50,99,5,78.9
65,42,7,70.02
77,46,5,68.8
87,69,1,65.7
40,43,1,39.31
40,40,4,45.24
81,81,7,90.73
56,73,4,68.89
99,98,4,94.9
50,46,1,43.85
54,37,6,60.54
75,36,8,74.62
45,67,3,55.41
85,44,3,64.2
98,88,2,80.12
92,100,3,89.96
67,53,5,65.22
94,45,6,80.08
41,92,3,63.83
61,37,4,52.36
71,86,5,81.2
84,94,1,75.67
77,42,4,64.63
56,88,7,83.97
60,62,5,66.58
65,54,1,51.43
82,99,7,101.92
56,75,8,87.34
86,80,8,98.01
64,38,3,50.85
55,46,7,68.9
99,61,5,81.13
46,59,6,67.91
73,54,1,56.1
74,99,1,73.24
64,54,4,62.2
70,92,6,88.88
73,40,2,54.74
100,58,3,72.98
80,54,6,78.91
81,50,7,79.72
74,72,4,71.63
83,92,2,80.98
41,37,6,55.67
66,66,5,71.97
75,61,6,76.37
84,69,7,89.3
96,46,6,83.45
45,39,3,45.38
64,46,2,49.55
56,78,2,60.02
72,79,8,92.51
43,38,2,43.27
86,52,1,60.91
43,83,2,57.37
91,51,1,63.07
62,41,4,54.38
97,35,6,73.83
64,48,6,70.36
94,48,5,74.41
42,84,3,63.63
59,71,6,74.07
94,64,1,64.73
44,40,3,42.77
96,64,4,82.95
90,61,4,74.08
85,38,2,60.07
47,65,5,65.59
40,83,2,59.56
88,72,5,81.57
88,57,5,75.6
47,94,2,62.83
59,77,7,81.15
84,100,6,98.2
93,63,6,85.93
77,36,4,63.29
75,97,5,91.13
60,96,2,68.6
91,40,2,58.83
58,69,5,72.28
60,60,3,62.46
95,39,7,82.7
92,80,2,74.55
60,41,3,49.4
96,41,7,80.86
99,85,7,101.18
98,43,3,69.56
89,96,2,81.99
91,62,2,68.1
77,92,8,100.66
61,72,7,83.08
97,65,8,98.47
86,81,3,81.33
88,88,7,101.26
71,57,1,57.93
80,62,5,77.65
85,76,5,83.97
53,94,7,86.91
63,70,2,61.88
60,42,7,69.35
45,73,3,59.8
46,58,3,55.41
79,82,7,93.36
81,57,1,61.81
57,79,7,82.76
68,69,4,73.11
78,65,5,76.98
100,77,3,80.8
44,85,7,77.62
86,56,3,71.04
99,54,4,74.81
58,52,1,48.62
92,100,6,101.64
84,74,2,72.1
62,96,1,68.27
78,99,1,76.75
83,72,4,77.33
59,70,3,63.65
51,79,6,74.0
40,93,6,76.46
67,66,3,67.75
50,36,4,50.18
40,43,7,60.66
98,81,3,83.34
67,54,7,78.45
76,99,7,100.84
89,86,2,75.55
41,54,3,48.95
71,95,1,73.23
42,39,8,66.62
42,100,6,78.15
41,41,1,38.51
60,94,7,88.32
93,37,4,65.89
76,75,1,66.96
67,97,4,80.13
73,65,2,66.15
98,35,7,78.75
91,50,8,85.74
60,96,5,84.67
59,99,4,77.93
46,55,3,49.49
97,83,7,100.59
51,45,8,73.34
78,55,7,79.9
42,58,2,47.44
93,92,5,94.92
82,58,5,76.15
76,88,5,88.53
97,70,5,88.73
92,66,1,68.15
53,47,2,48.42
51,76,5,73.16
48,83,4,70.79
69,44,3,57.76
41,48,6,58.16
97,37,8,86.56
60,80,8,90.67
67,83,6,85.42
87,87,5,90.67
76,77,4,79.89
54,60,2,56.29
67,100,8,97.96
62,91,4,80.11
57,64,8,77.62
48,40,3,45.7
54,82,7,82.04
67,88,7,88.58
87,40,2,58.88
40,36,8,60.8
51,94,3,68.68
67,97,4,82.63
96,44,8,86.69
100,100,3,93.4
90,59,7,85.03
42,87,4,66.66
50,75,6,74.06
68,45,8,74.28
90,50,8,90.14
89,79,2,73.52
58,60,5,67.19
87,89,7,96.01
58,64,7,75.03
60,43,7,70.83
66,45,6,71.27
47,78,7,79.15
80,36,2,54.53
62,73,1,57.75
69,85,7,90.06
84,53,6,81.26
78,79,3,76.42
50,46,7,65.72
65,45,6,68.48
100,69,6,88.95
49,62,4,62.87
90,74,3,76.99
77,90,3,77.53
54,73,5,71.25
59,40,2,48.18
84,79,4,80.86
77,89,5,84.17
49,60,3,57.4
42,92,2,61.13
97,61,3,75.11
78,52,6,76.09
53,87,5,76.48
40,65,4,58.29
58,53,6,71.25
40,49,4,52.12
50,62,5,62.28
44,58,2,47.34
88,66,5,80.3
98,57,8,92.99
70,53,1,51.02
70,38,3,54.96
74,96,8,99.58
77,85,8,96.36
66,74,7,85.37
94,45,2,62.29
87,100,7,105.44
57,65,7,77.75
42,84,5,68.22
48,70,3,60.01
90,68,2,70.85
62,63,6,73.43
84,86,3,81.81
54,69,8,78.24
43,52,3,48.0
92,71,6,89.73
58,90,8,88.86
65,61,7,77.48
85,94,2,79.04
98,68,5,83.8
66,85,6,87.17
63,56,2,58.39
77,81,5,81.94
67,42,2,50.79
99,42,1,58.78
40,58,3,48.8
71,43,2,52.76
44,88,8,85.44
78,92,8,97.54
40,47,2,42.61
98,69,8,98.52
79,93,7,98.12
91,55,2,65.65
91,97,5,94.78
94,84,4,90.03
90,48,1,59.67
92,39,7,77.77
59,84,2,66.89
48,49,3,51.9
85,43,3,64.88
88,72,7,92.69
51,58,5,65.82
71,66,7,84.66
67,76,3,67.42
76,52,3,63.13
57,62,1,52.35
80,92,6,90.97
58,35,6,62.9
92,77,7,94.62
95,38,7,79.49
90,97,1,78.31
97,88,4,89.21
77,35,8,79.3
89,83,4,85.15
76,54,5,69.24
67,48,7,71.87
63,69,8,87.39
44,69,4,61.05
91,58,3,69.35
73,73,1,64.01
42,47,5,56.17
85,90,8,104.66
51,53,2,51.92
66,60,6,74.76
76,47,7,76.26
59,89,2,68.04
59,96,3,76.06
64,52,3,59.39
75,37,5,62.48
85,35,4,62.49
55,92,7,85.23
41,100,3,70.72
53,55,6,66.34
90,52,1,63.7
70,77,2,69.65
62,84,8,88.15
80,44,2,55.72
58,54,3,59.24
61,98,4,78.02
60,39,8,69.31
56,47,2,51.92
96,98,2,85.42
56,92,3,74.12
66,36,7,68.12
46,74,3,60.89
82,97,8,102.94
86,87,4,84.22
83,64,3,68.81
53,67,6,73.1
60,52,1,48.54
75,97,4,84.6
87,91,8,104.11
68,77,2,66.52
46,43,2,43.06
63,88,7,91.09
87,41,8,84.88
88,98,6,100.48
83,82,3,78.33
59,94,3,72.57
90,49,3,68.88
90,41,5,70.94
65,71,3,65.92
98,46,8,92.4
68,87,2,72.14
93,81,8,104.08
99,97,8,108.6
52,41,7,67.91
79,66,2,66.66
51,64,6,71.49
48,80,5,74.1
48,54,1,47.13
97,44,6,80.38
90,61,7,90.02
65,88,4,79.43
78,62,5,75.02
96,77,8,98.73
81,73,4,79.82
58,45,2,50.48
65,74,3,69.07
87,82,3,76.75
63,44,4,57.65
87,36,5,68.13
45,54,4,53.01
87,88,7,96.2
81,97,1,76.64
79,47,1,53.28
59,47,5,63.45
44,70,3,56.85
63,59,4,64.42
54,60,7,70.71
51,73,3,62.89
90,63,3,73.12
85,93,7,99.71
40,49,8,69.67
98,49,5,81.62
50,59,3,55.11
76,86,3,79.72
46,42,1,36.22
96,49,5,79.61
89,93,1,74.76
59,35,2,44.62
63,95,5,80.75
64,75,4,74.19
51,59,3,58.43
44,43,7,62.54
87,85,4,82.95
58,41,2,48.39
86,50,7,79.75
68,96,3,75.2
75,86,4,77.43
77,97,7,96.7
88,81,6,92.0
74,90,3,75.82
48,63,6,68.06
56,80,8,84.99
70,96,1,71.08
64,93,3,76.47
68,87,1,67.78
45,42,6,59.45
79,43,7,78.87
89,57,8,87.82
64,71,2,61.35
63,95,4,80.36
95,71,1,71.76
90,93,1,77.0
94,83,4,84.56
73,89,7,92.82
73,95,5,86.55
55,59,3,54.83
86,47,7,78.83
78,83,8,98.34
72,73,8,89.25
68,85,4,79.74
59,65,7,77.38
77,100,5,92.14
64,52,4,60.44
77,75,5,80.21
53,85,5,77.29
70,93,5,84.38
97,44,5,75.16
48,75,1,53.24
93,88,7,101.61
68,88,6,87.68
76,71,5,75.81
82,58,7,81.84
99,43,7,84.8
62,89,4,79.38
68,80,4,76.84
92,53,5,79.57
89,82,3,80.34
48,73,4,62.19
99,39,7,85.98
40,83,8,83.48
66,42,1,47.28
69,98,6,90.96
77,62,2,65.59
47,91,3,67.19
44,55,5,58.88
40,74,3,56.12
58,55,8,78.54
56,63,6,71.98
56,100,6,84.21
40,81,5,65.99
47,67,7,70.77
67,81,7,88.31
65,81,1,60.72
73,52,2,57.91
89,68,2,68.3
90,83,3,81.1
67,77,6,80.5
86,46,1,56.88
93,70,2,72.16
65,72,1,61.79
95,67,4,78.96
42,61,6,66.99
84,72,3,77.1
48,41,7,62.43
90,94,8,104.41
43,95,3,64.77
62,40,5,62.51
48,39,1,36.5
50,66,7,77.21
82,44,5,71.46
41,85,2,59.79
94,79,8,100.09
58,87,6,80.72
42,98,5,74.44
89,93,4,86.31
77,58,1,55.78
91,82,2,79.46
55,76,1,56.55
53,59,3,59.23
80,50,1,56.93
45,94,8,87.42
95,67,7,93.61
83,59,8,86.62
100,93,1,80.74
61,67,1,53.17
77,39,8,76.2
86,40,6,76.47
65,84,6,86.18
64,78,3,69.75
90,91,6,94.36
93,49,6,78.86
84,52,3,67.01
76,40,1,52.14
95,91,3,87.69
90,73,2,70.4
77,52,1,55.02
68,45,7,71.45
51,40,4,55.26
83,45,5,72.32
44,100,2,67.27
89,82,7,98.59
98,72,5,86.63
67,67,5,72.23
72,76,6,83.19
99,63,7,93.95
43,38,1,34.18
45,42,7,61.07
89,36,3,60.33
73,79,8,93.86
96,71,7,94.44
83,52,6,77.91
71,53,7,80.25
98,84,1,78.42
98,94,5,94.5
77,91,2,75.62
45,45,7,64.53
83,90,8,102.23
76,54,2,57.03
60,55,7,75.73
69,68,8,88.25
83,69,6,83.71
63,52,7,71.63
100,58,2,73.72
43,81,3,61.44
95,85,8,103.54
48,38,6,57.88
80,63,4,73.03
44,46,4,49.94
98,95,3,89.2
64,68,5,73.74
60,64,1,55.66
69,43,8,74.44
58,82,7,81.16
55,68,6,70.45
68,42,7,73.72
57,54,7,74.19
76,38,3,55.03
93,46,1,62.23
62,98,1,66.67
49,62,1,51.04
62,84,3,71.08
51,97,3,72.23
56,60,3,59.01
81,71,1,63.94
69,37,6,67.05
41,75,6,69.86
90,56,1,63.46
96,83,8,105.78
92,69,2,72.75
72,86,7,88.85
75,63,7,82.99
63,98,5,85.95
99,89,3,85.22
58,86,2,66.35
93,49,5,76.3
93,92,5,91.1
83,89,2,73.99
80,80,5,85.75
40,55,2,46.49
61,83,2,67.0
94,84,3,81.97
46,38,6,56.54
79,71,4,78.96
91,48,6,79.74
85,85,7,95.79
87,59,3,68.3
50,79,7,80.45
98,56,2,70.19
78,64,6,78.81
74,96,3,81.03
98,88,1,79.17
55,37,2,46.46
63,74,1,60.21
44,57,1,43.95
49,38,1,38.18
85,45,5,74.3
85,47,5,74.3
68,71,4,71.06
66,68,3,67.06
70,83,7,87.42
43,38,6,59.13
57,35,1,39.9
61,93,4,78.57
92,51,8,87.96
94,60,1,65.7
49,55,6,65.96
40,44,8,66.49
62,67,5,70.76
47,36,7,60.94
89,89,6,96.94
59,91,4,76.76
75,90,6,88.41
79,62,3,67.43
49,53,8,74.02
75,78,7,92.02
40,67,8,76.96
46,89,5,71.84
70,80,1,63.05
69,52,8,78.96
91,94,5,95.34
41,71,8,76.68
43,53,4,52.48
65,80,7,85.98
49,62,2,50.94
44,92,2,65.28
53,49,7,69.95
90,72,2,73.03
97,86,6,99.07
97,73,1,73.44
72,97,2,75.99
48,60,2,49.61
53,77,7,80.89
77,56,5,73.5
84,37,5,66.71
45,69,5,67.05
47,54,3,51.41
63,95,2,68.62
63,37,5,62.01
61,67,3,65.42
69,75,4,74.34
62,78,5,77.98
93,82,1,74.51
74,73,8,87.9
63,83,1,60.27
86,58,2,66.78
55,93,2,66.74
75,68,4,70.85
58,37,5,57.65
72,74,5,79.01
74,41,5,66.0
41,43,2,39.75
56,96,8,90.54
71,41,6,67.62
52,79,3,66.22
74,64,2,65.53
93,97,4,90.04
64,52,8,79.63
90,97,3,84.98
99,57,3,72.64
45,50,1,42.34
42,57,4,56.62
63,66,6,73.89
70,94,2,72.41
41,80,3,62.93
90,73,8,100.06
44,94,4,69.51
91,36,4,63.86
46,78,6,74.11
94,51,4,74.05
75,98,8,102.23
83,89,1,74.9
97,96,5,96.01
57,65,1,51.4
82,44,8,84.67
100,89,8,110.22
75,39,8,78.26
94,53,3,70.07
78,63,5,78.17
68,48,4,64.67
81,70,5,80.6
60,89,2,69.17
99,65,8,97.82
63,93,7,89.7
70,89,3,76.85
61,43,4,57.05
78,80,5,82.04
95,62,4,79.02
55,44,3,50.82
100,66,7,93.28
68,97,3,76.36
94,89,5,91.88
95,37,8,82.62
72,67,6,77.79
88,59,6,81.26
72,42,8,78.85
85,86,2,77.69
78,65,2,62.65
68,75,5,76.89
40,84,1,53.45
45,83,2,60.5
80,69,7,87.7
49,94,4,75.96
46,61,3,55.13
44,98,5,75.81
78,53,3,62.91
66,65,5,71.02
40,66,3,56.63
95,50,3,71.33
68,78,4,71.54
94,99,1,79.76
62,64,6,72.07
70,76,4,73.45
72,60,3,67.8
76,78,2,70.22
84,72,6,85.09
98,44,4,72.86
93,84,8,105.15
89,65,3,73.77
40,49,3,46.25
90,81,2,75.72
53,64,7,75.75
74,64,3,65.86
63,62,8,83.46
53,41,1,41.22
62,65,2,60.69
69,63,7,82.33
52,37,1,39.53
62,64,1,55.27
52,49,4,55.41
79,50,5,72.98
61,91,3,73.16
42,77,8,78.14
91,77,3,81.37
97,35,8,85.28
83,68,4,75.86
57,56,1,46.62
66,65,7,79.73
71,47,1,52.02
81,80,5,82.13
53,71,2,59.14
75,52,6,73.37
45,98,7,85.08
77,41,7,76.4
56,71,3,59.85
88,55,1,60.7
46,81,7,77.62
88,69,5,82.74
59,67,6,75.01
71,79,7,86.3
72,89,7,91.03
95,75,1,71.76
74,43,1,50.26
58,54,2,51.18
50,65,5,65.1
100,60,1,70.82
75,35,5,66.13
98,73,8,102.26
73,61,2,59.11
61,69,8,86.28
77,41,3,56.47
79,79,5,80.96
89,37,4,64.38
48,50,1,44.55
84,54,1,57.56
46,82,5,71.49
46,44,7,62.67
87,75,1,70.27
70,65,3,66.43
74,88,1,66.44
77,48,8,79.66
94,41,2,62.65
47,56,1,48.0
77,70,4,75.82
56,69,1,51.24
91,90,6,99.38
58,77,3,63.58
52,96,4,73.52
96,50,4,75.38
75,72,8,89.14
52,94,2,66.94
91,74,4,81.34
90,35,7,75.17
93,49,6,80.68
87,91,8,103.22
69,97,6,89.26
97,68,2,72.72
57,66,5,67.81
88,56,2,62.67
52,90,7,84.22
76,63,1,57.85
51,46,1,42.0
88,83,4,85.82
78,78,1,64.95
62,79,4,71.66
66,99,7,92.81
80,81,4,77.66
61,40,4,58.81
65,68,6,75.64
46,81,2,59.04
59,79,8,87.72
81,58,8,90.08
61,38,3,50.85
63,80,1,58.66
67,96,7,95.25
50,97,6,80.99
87,79,5,84.34
52,35,4,52.79
56,47,8,74.24
68,65,1,54.37
68,98,1,73.32
57,96,8,94.34
46,83,6,73.07
83,93,6,94.84
91,44,6,75.76
94,95,7,105.46
77,82,2,68.69
86,80,2,77.33
61,97,8,96.5
42,42,7,61.02
50,97,5,78.41
74,47,6,73.18
62,58,7,73.13
60,40,7,65.01
54,71,1,51.91
100,66,7,94.22
87,91,7,98.04
88,90,5,89.47
87,95,7,99.87
77,81,2,70.92
51,88,6,80.5
60,51,6,69.42
76,82,3,74.63
65,95,2,71.13
78,78,1,67.59
55,61,6,67.97
67,95,2,72.91
63,80,8,87.64
79,88,2,72.52
81,78,3,75.92
68,95,4,83.52
74,51,7,79.97
51,70,4,62.39
51,80,8,85.18
46,39,4,48.44
47,76,3,58.91
53,75,4,65.63
77,75,6,85.1
91,56,8,93.04
42,69,1,49.62
51,61,5,62.54
66,66,3,67.55
75,71,6,82.44
70,48,1,51.34
89,53,3,67.31
44,100,1,63.66
57,75,5,71.18
62,96,2,68.4
80,97,3,80.2
70,76,1,62.98
48,98,2,66.76
89,58,5,81.2
42,79,3,61.22
86,65,4,77.56
99,90,3,87.51
95,90,8,107.81
84,98,6,94.23
57,61,8,81.66
90,44,4,70.14
41,69,1,50.3
95,55,7,89.5
51,53,6,66.53
93,97,7,102.3
99,65,2,70.71
58,83,8,85.85
57,84,3,71.0
93,42,8,84.77
79,45,2,57.94
65,82,6,81.77
44,62,6,69.28
76,96,7,93.96
72,61,8,86.67
58,89,6,82.25
99,37,1,55.52
72,40,6,70.82
76,100,3,84.52
79,60,8,89.81
61,72,8,85.87
97,47,5,76.87
79,97,6,94.18
72,81,8,92.45
50,94,4,75.79
74,73,3,68.96
51,38,7,63.65
70,74,8,92.02
73,94,4,81.79
72,83,4,75.41
64,56,3,57.61
64,51,6,69.0
57,71,4,68.26
46,58,6,65.4
41,47,6,59.25
96,71,6,91.94
73,77,1,61.09
53,95,1,65.75
93,94,8,106.31
43,46,4,49.07
89,37,2,56.51
71,41,6,69.92
70,91,6,89.48
63,48,7,69.48
45,55,3,50.37
52,52,6,67.42
62,71,7,78.45
86,47,5,73.13
59,46,8,72.31
54,64,6,70.89
48,49,3,53.22
50,42,5,58.48
80,48,4,68.11
85,87,7,94.35
92,67,7,94.51
40,74,1,48.02
86,51,2,64.9
65,74,4,69.78
100,75,4,88.42
90,36,6,73.79
54,94,5,80.26
92,36,6,72.92
79,67,6,84.89
84,51,2,59.13
43,40,6,59.22
76,62,4,71.86
65,80,2,68.62
70,41,2,54.84
56,95,6,84.77
46,40,5,51.68
50,35,1,39.6
93,41,1,56.93
93,87,4,85.38
72,75,8,88.12
75,85,7,92.18
55,73,6,73.95
93,57,2,70.19
54,68,2,56.62
92,44,1,55.53
86,71,4,79.64
96,43,8,89.16
45,47,5,54.09
74,86,4,80.61
40,72,7,69.83
66,62,2,60.43
79,67,2,63.55
81,69,7,90.39
48,52,8,71.48
84,91,8,102.38
43,67,8,76.44
55,53,7,73.64
80,47,7,77.86
91,63,6,87.27
49,61,4,61.16
76,42,4,64.88
55,55,2,54.86
56,57,7,74.98
59,73,8,86.35
47,81,8,80.71
45,58,2,52.04
48,77,6,75.66
72,38,4,62.35
91,40,6,74.57
91,37,3,61.87
97,80,1,74.94
88,43,1,55.9
50,76,4,66.08
98,75,1,71.77
71,92,2,75.96
71,98,4,83.42
47,49,4,55.22
42,75,5,66.75
96,63,5,86.44
59,66,1,54.32
44,98,6,78.3
47,57,1,45.43
51,67,4,64.17
76,77,8,93.47
89,63,7,88.81
94,70,5,85.68
92,78,3,79.33
69,65,2,62.81
72,69,4,75.39
41,57,5,60.53
71,99,8,99.6
42,76,8,77.8
69,87,8,91.53
70,53,2,56.24
69,51,6,73.25
92,50,4,72.52
82,96,2,76.76
75,55,4,66.94
67,49,4,64.23
70,55,2,58.03
60,91,4,77.98
54,44,7,66.4
89,38,5,72.12
46,37,3,45.2
66,88,1,66.26
97,49,4,76.71
44,66,5,63.05
53,80,1,56.02
55,93,5,81.83
62,39,4,54.68
65,65,8,83.53
84,66,7,89.03
56,66,2,57.92
58,61,4,63.9
99,37,1,61.06
47,82,5,68.79
98,59,8,94.18
43,80,5,71.5
61,85,5,80.32
47,72,8,81.47
99,50,7,90.12
76,52,7,81.23
91,90,7,99.57
51,71,6,70.66
99,54,5,81.35
55,97,4,77.56
95,76,5,86.4
99,98,4,93.66
59,46,2,48.75
61,98,3,74.34
48,85,4,67.77
95,46,7,87.15
88,84,4,85.09
68,42,4,58.58
78,43,2,58.8
72,44,2,51.7
88,83,6,91.17
67,52,7,77.45
84,38,6,73.67
47,39,8,68.51
51,36,6,58.68
80,47,3,64.01
64,35,2,46.4
41,94,1,57.58
85,35,5,68.1
51,37,8,68.18
44,87,3,61.71
84,63,2,67.18
57,83,3,69.81
63,86,8,90.87
64,55,8,79.01
93,86,5,90.82
61,93,6,84.81
97,53,6,85.75
82,41,5,71.7
94,90,5,92.69
49,77,2,59.61
96,39,8,87.71
66,59,4,68.83
79,76,6,83.91
41,54,2,47.58
65,58,2,59.54
42,57,8,70.58
72,81,3,70.22
45,40,3,43.46
81,88,3,80.8
64,98,8,99.03
81,100,5,91.51
99,86,1,75.61
82,72,2,68.71
73,71,2,65.43
41,88,2,59.59
63,91,3,75.79
57,82,1,62.58
98,92,2,83.44
46,72,1,51.56
97,98,2,83.76
63,81,3,69.45
91,53,6,83.15
64,77,1,61.83
75,41,8,79.97
79,37,8,79.61
52,92,3,67.44
92,78,2,76.1
72,67,3,65.41
80,52,6,74.41
88,37,2,60.28
94,41,5,71.27
80,80,8,94.96
75,70,6,79.99
69,44,8,79.85
85,84,7,95.91
84,82,6,88.97
60,77,7,81.93
40,72,3,55.45
70,66,4,73.08
87,74,3,78.23
42,67,8,77.98
68,76,8,91.97
80,39,2,57.3
46,59,3,51.88
47,71,7,73.02
69,40,7,73.22
46,64,2,50.68
77,68,7,88.94
72,60,5,73.07
61,77,6,76.45
52,51,6,66.81
61,46,5,65.55
93,65,5,84.88
100,38,4,68.52
80,95,4,84.21
43,80,1,56.03
87,73,5,81.92
69,78,4,75.83
96,98,3,88.59
62,77,1,59.25
41,94,3,65.58
87,54,2,65.77
95,77,3,81.73
54,86,4,71.18
74,61,8,86.89
68,65,2,58.74
88,44,7,79.14
57,40,2,45.81
61,95,5,84.9
74,52,3,60.53
55,51,2,48.24
87,100,2,85.57
84,73,1,67.45
69,53,6,75.41
41,79,5,65.84
96,82,4,86.62
55,92,3,72.32
51,59,5,62.24
41,45,5,54.36
91,81,8,98.81
88,87,3,82.98
53,35,4,48.73
65,35,6,64.69
50,51,5,61.38
80,90,3,82.29
49,91,5,73.36
42,46,7,62.65
99,67,7,96.23
47,45,8,69.73
40,85,4,67.55
77,35,4,59.77
71,61,1,57.58
73,61,3,66.67
58,56,2,53.83
53,48,6,64.75
89,35,5,71.99
40,73,3,56.39
68,96,1,67.85
44,56,6,65.9
83,94,5,92.03
73,51,2,56.74
88,40,5,68.45
95,35,3,63.19
80,72,3,74.76
49,90,8,85.63
64,72,4,72.86
54,65,3,57.46
82,73,3,76.07
87,62,5,80.58
68,82,4,73.58
52,57,7,74.08
58,53,5,62.88
96,48,3,66.68
69,92,7,90.77
76,98,4,87.71
66,56,8,80.52
82,78,2,72.32
57,49,7,72.68
81,58,6,77.16
60,92,8,93.35
73,75,1,61.15
64,48,7,72.62
48,40,3,49.92
55,41,5,56.34
67,99,7,94.32
66,46,3,58.16
84,37,8,82.56
97,59,5,81.03
65,81,3,71.62
87,56,8,91.65
57,86,5,79.49
88,88,4,88.9
67,57,6,73.69
80,42,5,70.76
62,99,4,80.77
93,95,7,102.85
75,90,7,92.11
75,98,6,92.0
59,69,5,72.19
93,84,2,77.31
78,38,3,56.33
85,48,7,80.73
65,72,4,73.65
93,47,4,70.12
50,45,4,52.33
62,53,1,48.2
51,62,7,74.89
55,56,3,58.7
76,84,5,86.52
99,91,5,95.51
86,90,3,80.08
65,83,7,84.71
59,67,7,77.47
59,57,7,76.09
98,64,2,71.89
82,86,4,86.04
52,42,1,44.07
92,80,1,71.27
73,37,6,69.12
58,96,3,75.46
51,80,5,73.12
96,43,1,61.48
78,82,7,91.03
55,75,1,56.57
55,39,7,67.22
58,38,1,43.88
69,90,2,71.26
55,53,4,56.95
74,83,5,85.6
94,41,2,61.91
46,45,2,47.24
49,62,7,73.15
68,73,7,85.13
64,85,3,69.38
59,39,7,65.47
87,49,5,76.48
99,79,8,102.25
56,86,3,70.04
80,70,6,82.3
71,96,2,74.5
82,98,1,78.51
46,61,1,49.37
64,49,4,58.56
71,92,5,86.26
76,43,1,50.71
91,60,3,69.45
98,63,6,88.14
87,70,6,85.92
76,53,3,64.63
47,73,8,78.0
48,54,7,68.44
45,46,8,65.68
51,87,8,84.25
73,79,7,90.63
73,67,3,67.0
75,100,8,104.17
56,97,2,68.36
45,73,4,60.48
72,89,2,72.79
69,56,6,73.31
85,57,7,86.01
41,72,5,67.02
82,39,4,66.96
43,55,7,66.42
72,76,4,75.4
41,59,7,69.38
88,48,1,58.56
96,96,2,84.13
84,55,2,65.01
89,79,5,87.81
69,50,5,68.83
62,92,8,93.87
62,100,2,72.59
64,52,3,60.04
88,39,7,79.81
73,98,6,92.44
44,92,6,75.7
79,74,4,77.72
94,74,6,89.19
56,77,2,62.81
81,80,8,96.58
62,59,1,54.46
53,57,3,54.3
56,55,1,48.44
77,89,5,85.77
94,62,6,87.6
46,66,3,56.95
73,65,6,76.73
50,47,1,42.77
64,42,2,51.91
52,80,4,66.69
98,38,1,57.83
76,89,7,93.66
62,45,8,77.54
94,53,1,62.6
91,94,7,100.67
52,85,2,61.48
49,72,2,53.42
70,92,6,90.38
99,77,7,100.84
71,71,1,63.33
44,83,1,56.25
54,40,8,67.96
57,51,1,48.24
65,65,2,62.24
41,74,6,69.4
66,92,3,75.52
55,51,4,57.29
93,87,6,98.06
71,68,1,62.39
84,52,8,84.7
79,62,4,75.39
94,100,4,92.38
86,88,1,76.09
54,56,8,74.86
57,60,7,76.42
78,50,6,74.55
95,79,3,79.32
48,95,5,75.37
43,84,1,54.95
68,88,4,76.19
89,60,1,61.07
80,67,8,91.95
85,73,2,74.01
59,92,5,78.17
44,78,5,66.06
79,47,5,71.9
57,57,2,51.37
68,71,8,86.12
89,93,1,79.13
41,50,3,46.33
54,81,7,83.36
95,55,3,71.19
62,93,3,75.5
54,99,7,86.71
79,79,8,98.08
48,95,7,87.93
46,99,5,77.09
60,67,2,56.01
57,42,2,46.48
91,51,8,89.06
91,93,4,90.08
100,64,7,96.53
56,80,5,76.37
49,69,8,76.62
75,94,5,85.76
83,36,3,62.51
56,49,4,56.41
88,75,4,78.55
84,50,1,58.53
43,74,2,56.74
100,52,7,87.86
68,74,2,65.82
40,96,4,67.72
86,39,4,68.4
40,72,2,52.27
98,41,5,74.4
80,37,4,60.53
89,85,6,92.93
98,77,3,84.73
94,90,5,93.15
80,42,3,59.99
76,38,1,50.63
89,72,8,96.96
67,38,1,45.94
78,82,7,92.52
91,36,1,55.9
51,52,4,58.77
69,50,7,78.39
90,51,3,70.27
64,40,5,64.2
80,56,2,61.9
63,50,2,51.2
100,77,1,73.01
72,51,1,55.88
92,99,1,79.37
76,97,3,79.37
99,81,6,95.15
98,37,5,73.87
96,84,5,92.59
52,86,2,60.33
43,92,5,75.44
97,39,1,61.35
87,93,6,95.65
45,81,1,55.48
48,46,8,68.27
82,97,1,77.0
86,82,3,78.79
87,45,8,87.65
49,65,6,67.8
50,76,1,53.84
45,71,1,53.08
89,45,5,73.08
54,41,1,42.43
96,41,3,66.58
54,90,2,67.33
51,61,2,51.58
98,91,5,94.13
87,94,8,107.3
68,95,7,96.19
90,39,6,75.28
49,64,3,54.29
93,55,5,77.08
73,61,3,66.21
47,73,5,65.67
43,56,6,61.92
61,61,1,53.09
96,83,1,74.85
61,83,7,85.55
70,64,4,71.36
48,38,8,64.12
78,84,5,83.02
62,37,3,50.87
44,50,8,70.32
93,53,3,71.7
89,35,3,62.0
48,90,7,81.01
40,97,3,68.69
88,35,5,67.05
46,53,8,72.8
64,58,8,77.87
91,51,1,62.14
51,67,6,71.17
78,87,2,73.04
